lat,long,subbasin
44.0798,-77.0116,0a
44.0707,-77.0116,0a
44.0707,-77.0242,0a
44.0617,-77.0242,0a
44.0617,-77.0368,0a
44.0617,-77.0493,0a
44.0526,-77.0493,0a
44.0526,-77.0367,0a
44.0527,-77.0242,0a
44.0617,-77.0242,0a
44.0617,-77.0116,0a
44.0527,-77.0116,0a
44.0527,-76.999,0a
44.0617,-76.999,0a
44.0617,-76.9865,0a
44.0617,-76.9739,0a
44.0617,-76.9613,0a
44.0708,-76.9613,0a
44.0708,-76.9488,0a
44.0798,-76.9488,0a
44.0888,-76.9488,0a
44.0889,-76.9362,0a
44.0889,-76.9236,0a
44.0979,-76.9236,0a
44.1069,-76.9236,0a
44.1069,-76.911,0a
44.1069,-76.8985,0a
44.1069,-76.8859,0a
44.1069,-76.8733,0a
44.116,-76.8733,0a
44.116,-76.8859,0a
44.125,-76.8859,0a
44.125,-76.8733,0a
44.125,-76.8607,0a
44.125,-76.8481,0a
44.125,-76.8355,0a
44.134,-76.8355,0a
44.134,-76.8229,0a
44.143,-76.8229,0a
44.143,-76.8103,0a
44.1521,-76.8103,0a
44.1521,-76.7977,0a
44.143,-76.7977,0a
44.134,-76.7978,0a
44.125,-76.7978,0a
44.1249,-76.7852,0a
44.1249,-76.7726,0a
44.1159,-76.7726,0a
44.1069,-76.7726,0a
44.1068,-76.7601,0a
44.1068,-76.7475,0a
44.1068,-76.7349,0a
44.1158,-76.7349,0a
44.1158,-76.7223,0a
44.1249,-76.7223,0a
44.1248,-76.7097,0a
44.1158,-76.7097,0a
44.1158,-76.6971,0a
44.1158,-76.6845,0a
44.1248,-76.6845,0a
44.1338,-76.6845,0a
44.1338,-76.6719,0a
44.1428,-76.6718,0a
44.1428,-76.6592,0a
44.1428,-76.6467,0a
44.1518,-76.6466,0a
44.1609,-76.6466,0a
44.1608,-76.634,0a
44.1608,-76.6214,0a
44.1698,-76.6213,0a
44.1698,-76.6088,0a
44.1788,-76.6087,0a
44.1879,-76.6087,0a
44.1879,-76.6213,0a
44.1879,-76.6339,0a
44.188,-76.6465,0a
44.188,-76.6591,0a
44.179,-76.6591,0a
44.179,-76.6717,0a
44.1699,-76.6717,0a
44.17,-76.6843,0a
