lat,long,subbasin
44.712,-87.9719,0a
44.721,-87.9721,0a
44.73,-87.9723,0a
44.7301,-87.9596,0a
44.7391,-87.9598,0a
44.7481,-87.9599,0a
44.7482,-87.9473,0a
44.7572,-87.9474,0a
44.7574,-87.9348,0a
44.7664,-87.9349,0a
44.7754,-87.9351,0a
44.7755,-87.9224,0a
44.7845,-87.9226,0a
44.7846,-87.9099,0a
44.7936,-87.9101,0a
44.8026,-87.9102,0a
44.8116,-87.9104,0a
44.8117,-87.8977,0a
44.8207,-87.8978,0a
44.8297,-87.898,0a
44.8298,-87.8853,0a
44.8388,-87.8855,0a
44.8389,-87.8728,0a
44.8391,-87.8601,0a
44.8481,-87.8602,0a
44.8571,-87.8604,0a
44.8661,-87.8605,0a
44.8662,-87.8478,0a
44.8752,-87.848,0a
44.8753,-87.8353,0a
44.8843,-87.8354,0a
44.8933,-87.8356,0a
44.9023,-87.8357,0a
44.9113,-87.8359,0a
44.9203,-87.836,0a
44.9293,-87.8362,0a
44.9383,-87.8363,0a
44.9384,-87.8236,0a
44.9474,-87.8238,0a
44.9475,-87.8111,0a
44.9565,-87.8112,0a
44.9566,-87.7985,0a
44.9567,-87.7858,0a
44.9568,-87.773,0a
44.9569,-87.7603,0a
44.9659,-87.7605,0a
44.966,-87.7477,0a
44.9661,-87.735,0a
44.9662,-87.7223,0a
44.9663,-87.7096,0a
44.9753,-87.7097,0a
44.9754,-87.697,0a
44.9755,-87.6842,0a
44.9756,-87.6715,0a
44.9846,-87.6716,0a
44.9936,-87.6718,0a
44.9937,-87.659,0a
44.9847,-87.6589,0a
44.9848,-87.6462,0a
44.9848,-87.6334,0a
44.9938,-87.6336,0a
44.9939,-87.6208,0a
45.0029,-87.621,0a
45.0119,-87.6211,0a
45.0209,-87.6212,0a
45.0299,-87.6213,0a
45.0389,-87.6214,0a
45.048,-87.6215,0a
45.057,-87.6217,0a
45.066,-87.6218,0a
45.066,-87.609,0a
45.075,-87.6092,0a
45.084,-87.6093,0a
45.0841,-87.5965,0a
45.0842,-87.5838,0a
45.0932,-87.5839,0a
45.0931,-87.5966,0a
45.093,-87.6094,0a
45.102,-87.6095,0a
45.1021,-87.5967,0a
45.1111,-87.5969,0a
45.1111,-87.6096,0a
45.102,-87.6095,0a
45.102,-87.6223,0a
45.1019,-87.635,0a
45.1109,-87.6351,0a
45.111,-87.6224,0a
45.1111,-87.6096,0a
45.1201,-87.6097,0a
45.1291,-87.6099,0a
45.1381,-87.61,0a
45.1381,-87.5972,0a
45.1471,-87.5973,0a
45.1561,-87.5974,0a
45.1562,-87.5847,0a
45.1652,-87.5848,0a
45.1742,-87.5849,0a
45.1743,-87.5721,0a
45.1833,-87.5722,0a
45.1834,-87.5595,0a
45.1835,-87.5467,0a
45.1925,-87.5468,0a
45.1925,-87.534,0a
45.2016,-87.5341,0a
45.2106,-87.5342,0a
45.2106,-87.5214,0a
45.2196,-87.5216,0a
45.2197,-87.5088,0a
45.2287,-87.5089,0a
45.2377,-87.509,0a
45.2378,-87.4962,0a
45.2468,-87.4963,0a
45.2469,-87.4835,0a
45.2559,-87.4836,0a
45.2559,-87.4708,0a
45.2649,-87.4709,0a
45.265,-87.4581,0a
45.274,-87.4582,0a
45.2741,-87.4454,0a
45.2831,-87.4455,0a
45.2921,-87.4456,0a
45.2921,-87.4328,0a
45.3011,-87.4329,0a
45.3101,-87.433,0a
45.3191,-87.4331,0a
45.3192,-87.4203,0a
45.3282,-87.4203,0a
45.3283,-87.4075,0a
45.3373,-87.4076,0a
45.3463,-87.4077,0a
45.3463,-87.3949,0a
45.3553,-87.395,0a
45.3643,-87.3951,0a
45.3733,-87.3951,0a
45.3734,-87.3823,0a
45.3824,-87.3824,0a
45.3825,-87.3696,0a
45.3915,-87.3697,0a
45.3915,-87.3569,0a
45.4005,-87.3569,0a
45.4095,-87.357,0a
45.4096,-87.3442,0a
45.4186,-87.3443,0a
45.4186,-87.3314,0a
45.4276,-87.3315,0a
45.4366,-87.3316,0a
45.4456,-87.3317,0a
45.4546,-87.3317,0a
45.4547,-87.3189,0a
45.4637,-87.319,0a
45.4637,-87.3061,0a
45.4728,-87.3062,0a
45.4818,-87.3063,0a
45.4818,-87.2934,0a
45.4908,-87.2935,0a
45.4998,-87.2936,0a
45.4999,-87.2807,0a
45.5089,-87.2808,0a
45.5179,-87.2808,0a
45.5179,-87.268,0a
45.5269,-87.2681,0a
45.5359,-87.2681,0a
45.5449,-87.2682,0a
45.545,-87.2553,0a
45.554,-87.2554,0a
45.563,-87.2555,0a
45.572,-87.2555,0a
45.572,-87.2427,0a
45.581,-87.2427,0a
45.5811,-87.2299,0a
45.5901,-87.2299,0a
45.5901,-87.217,0a
